time,user,uj,step,cycle,error type,error cause,cause message/ddi
2018-01-29 09:33:56,0009,Open and Assign CM WO as Supervisor,Select WO,501,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:34:32,0009,Open and Assign CM WO as Supervisor,Select WO,502,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:35:09,0009,Open and Assign CM WO as Supervisor,Select WO,503,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:35:48,0009,Open and Assign CM WO as Supervisor,Select WO,504,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:36:28,0009,Open and Assign CM WO as Supervisor,Select WO,505,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:37:04,0009,Open and Assign CM WO as Supervisor,Select WO,506,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:37:32,0009,Open and Assign CM WO as Supervisor,Select WO,507,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:38:02,0009,Open and Assign CM WO as Supervisor,Select WO,508,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:38:39,0009,Open and Assign CM WO as Supervisor,Select WO,509,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:39:14,0009,Open and Assign CM WO as Supervisor,Select WO,510,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:39:51,0009,Open and Assign CM WO as Supervisor,Select WO,511,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:40:21,0009,Open and Assign CM WO as Supervisor,Select WO,512,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:41:00,0009,Open and Assign CM WO as Supervisor,Select WO,513,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:41:26,0009,Open and Assign CM WO as Supervisor,Select WO,514,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:42:08,0009,Open and Assign CM WO as Supervisor,Select WO,515,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
2018-01-29 09:42:35,0009,Open and Assign CM WO as Supervisor,Select WO,516,Response DD Extraction Failure,Response DD Extraction Failure,Open and Assign CM WO as Supervisor ID 3
